epoch,loss,reward,timestamp
1,0.163268,469.80,2026-02-05T14:13:59.380784
2,0.112634,456.43,2026-02-05T14:14:22.570138
3,0.098609,206.09,2026-02-05T14:14:44.249811
4,0.090753,869.65,2026-02-05T14:15:08.049794
5,0.085615,1538.64,2026-02-05T14:15:33.411021
6,0.081878,1262.68,2026-02-05T14:15:57.630514
7,0.078977,281.18,2026-02-05T14:16:20.260049
8,0.076738,228.48,2026-02-05T14:16:39.194791
9,0.074903,326.29,2026-02-05T14:17:01.544764
10,0.073210,134.70,2026-02-05T14:17:20.299736
11,0.072051,1383.53,2026-02-05T14:17:42.459086
12,0.070922,368.27,2026-02-05T14:18:05.201697
13,0.070072,405.72,2026-02-05T14:18:27.963608
14,0.069055,199.93,2026-02-05T14:18:49.883543
15,0.068347,114.40,2026-02-05T14:19:10.661776
16,0.067624,131.48,2026-02-05T14:19:30.853004
17,0.067043,285.64,2026-02-05T14:19:52.146729
18,0.066434,483.58,2026-02-05T14:20:13.592920
19,0.065984,345.98,2026-02-05T14:20:36.093062
20,0.065514,377.00,2026-02-05T14:20:57.915645
21,0.065071,185.05,2026-02-05T14:21:19.917582
22,0.064673,192.20,2026-02-05T14:21:42.871851
23,0.064360,1329.78,2026-02-05T14:22:03.566268
24,0.064012,1010.57,2026-02-05T14:22:26.726463
25,0.063665,1259.60,2026-02-05T14:22:50.542162
26,0.063315,1338.96,2026-02-05T14:23:15.097455
27,0.063132,752.19,2026-02-05T14:23:38.138841
28,0.062778,199.72,2026-02-05T14:23:59.921775
29,0.062552,153.29,2026-02-05T14:24:20.455273
30,0.062308,1404.15,2026-02-05T14:24:45.020675
31,0.062202,77.60,2026-02-05T14:25:05.877719
32,0.061879,229.16,2026-02-05T14:25:27.216530
33,0.061701,123.58,2026-02-05T14:25:49.519461
34,0.061570,250.92,2026-02-05T14:26:11.656524
35,0.061283,1375.09,2026-02-05T14:26:33.858579
36,0.061157,2441.77,2026-02-05T14:26:57.265300
37,0.060958,329.02,2026-02-05T14:27:19.249863
38,0.060831,2103.99,2026-02-05T14:27:44.624899
39,0.060691,1034.26,2026-02-05T14:28:07.835646
40,0.060512,773.73,2026-02-05T14:28:31.166860
41,0.060443,592.55,2026-02-05T14:28:51.255387
42,0.060204,1237.18,2026-02-05T14:29:09.848208
43,0.060119,209.83,2026-02-05T14:29:30.656149
44,0.059982,854.10,2026-02-05T14:29:53.212393
45,0.059869,196.18,2026-02-05T14:30:12.763411
46,0.059733,206.05,2026-02-05T14:30:34.937558
47,0.059669,1498.33,2026-02-05T14:30:59.267332
48,0.059517,208.25,2026-02-05T14:31:21.159875
49,0.059458,1261.01,2026-02-05T14:31:44.754869
50,0.059273,1365.89,2026-02-05T14:32:08.841435
51,0.059241,1903.34,2026-02-05T14:32:34.326954
52,0.059136,135.96,2026-02-05T14:32:55.553370
53,0.059086,273.47,2026-02-05T14:33:17.611975
54,0.058986,111.86,2026-02-05T14:33:37.240003
55,0.058922,205.52,2026-02-05T14:33:58.846785
56,0.058773,124.11,2026-02-05T14:34:21.283787
57,0.058629,115.77,2026-02-05T14:34:41.736270
58,0.058615,1452.30,2026-02-05T14:35:06.758519
59,0.058538,173.77,2026-02-05T14:35:27.831001
60,0.058424,298.23,2026-02-05T14:35:50.319675
61,0.058362,1305.59,2026-02-05T14:36:13.553101
62,0.058330,327.05,2026-02-05T14:36:36.327717
63,0.058250,112.78,2026-02-05T14:36:58.436787
64,0.058183,183.56,2026-02-05T14:37:20.469662
65,0.058129,1485.68,2026-02-05T14:37:44.645760
66,0.058014,240.35,2026-02-05T14:38:05.450126
67,0.057934,151.04,2026-02-05T14:38:25.612495
68,0.057939,240.57,2026-02-05T14:38:45.712682
69,0.057857,645.09,2026-02-05T14:39:08.552045
70,0.057814,108.19,2026-02-05T14:39:31.626818
71,0.057683,254.84,2026-02-05T14:39:53.350462
72,0.057660,580.39,2026-02-05T14:40:14.825984
73,0.057598,349.94,2026-02-05T14:40:36.068893
74,0.057611,362.25,2026-02-05T14:40:59.462804
75,0.057507,134.96,2026-02-05T14:41:22.715898
76,0.057510,841.11,2026-02-05T14:41:46.291372
77,0.057431,627.68,2026-02-05T14:42:08.597571
78,0.057270,703.00,2026-02-05T14:42:31.565631
79,0.057295,327.17,2026-02-05T14:42:52.934714
80,0.057229,935.74,2026-02-05T14:43:15.627196
81,0.057199,613.62,2026-02-05T14:43:39.398052
82,0.057109,1334.03,2026-02-05T14:44:01.264045
83,0.057049,540.10,2026-02-05T14:44:23.390218
84,0.057089,572.56,2026-02-05T14:44:46.519213
85,0.057059,234.07,2026-02-05T14:45:06.847431
86,0.056997,275.60,2026-02-05T14:45:26.282695
87,0.057004,1294.02,2026-02-05T14:45:50.653321
88,0.056946,217.35,2026-02-05T14:46:09.305580
89,0.056880,80.90,2026-02-05T14:46:28.288746
90,0.056794,247.71,2026-02-05T14:46:51.067768
91,0.056802,19.71,2026-02-05T14:47:10.519311
92,0.056695,876.86,2026-02-05T14:47:33.331941
93,0.056694,1236.90,2026-02-05T14:47:58.182930
94,0.056594,1292.39,2026-02-05T14:48:19.846668
95,0.056614,1409.35,2026-02-05T14:48:42.835856
96,0.056619,202.84,2026-02-05T14:49:02.425642
97,0.056518,268.03,2026-02-05T14:49:24.769776
98,0.056555,137.09,2026-02-05T14:49:46.749967
99,0.056478,301.20,2026-02-05T14:50:08.811588
100,0.056442,139.43,2026-02-05T14:50:30.712616
101,0.056419,55.72,2026-02-05T14:50:51.724885
102,0.056393,140.32,2026-02-05T14:51:13.137460
103,0.056324,129.13,2026-02-05T14:51:35.596453
