metric,value,timestamp
env_name,walker2d-medium-v0,2026-02-06T01:57:25.197943
exp_name,bc-walker2d-medium-run3,2026-02-06T01:57:25.197955
seed,44,2026-02-06T01:57:25.197959
n_epochs,1000,2026-02-06T01:57:25.197963
final_loss,0.052028,2026-02-06T01:57:25.197970
avg_reward,625.95,2026-02-06T01:57:25.197975
std_reward,1027.78,2026-02-06T01:57:25.197979
n_episodes,10,2026-02-06T01:57:25.197981
