episode,reward,timestamp
1,44.15,2026-02-08T00:16:52.219123
2,625.25,2026-02-08T00:16:52.219131
3,177.93,2026-02-08T00:16:52.219134
4,3626.97,2026-02-08T00:16:52.219136
5,692.16,2026-02-08T00:16:52.219138
6,149.76,2026-02-08T00:16:52.219141
7,335.71,2026-02-08T00:16:52.219143
8,338.01,2026-02-08T00:16:52.219145
9,629.39,2026-02-08T00:16:52.219147
10,215.07,2026-02-08T00:16:52.219149
average,683.44,2026-02-08T00:16:52.219152
std,1003.96,2026-02-08T00:16:52.219154
