metric,value,timestamp
env_name,hopper-medium-replay-v0,2026-02-08T01:50:34.023905
exp_name,bc-hopper-medrep-run2,2026-02-08T01:50:34.023911
seed,43,2026-02-08T01:50:34.023914
n_epochs,1000,2026-02-08T01:50:34.023916
final_loss,0.082476,2026-02-08T01:50:34.023919
avg_reward,306.14,2026-02-08T01:50:34.023922
std_reward,8.66,2026-02-08T01:50:34.023925
n_episodes,10,2026-02-08T01:50:34.023927
