episode,reward,timestamp
1,4061.31,2026-02-09T04:34:43.815049
2,4134.44,2026-02-09T04:34:43.815060
3,4171.07,2026-02-09T04:34:43.815063
4,4436.34,2026-02-09T04:34:43.815065
5,4189.56,2026-02-09T04:34:43.815067
6,3898.94,2026-02-09T04:34:43.815069
7,1025.84,2026-02-09T04:34:43.815072
8,4106.14,2026-02-09T04:34:43.815074
9,4430.86,2026-02-09T04:34:43.815076
10,4445.37,2026-02-09T04:34:43.815078
average,3889.99,2026-02-09T04:34:43.815080
std,969.92,2026-02-09T04:34:43.815083
