metric,value,timestamp
env_name,hopper-medium-expert-v0,2026-02-08T00:16:52.221026
exp_name,bc-hopper-medexp-run2,2026-02-08T00:16:52.221033
seed,43,2026-02-08T00:16:52.221036
n_epochs,1000,2026-02-08T00:16:52.221039
final_loss,0.065807,2026-02-08T00:16:52.221043
avg_reward,683.44,2026-02-08T00:16:52.221047
std_reward,1003.96,2026-02-08T00:16:52.221049
n_episodes,10,2026-02-08T00:16:52.221051
