metric,value,timestamp
env_name,hopper-medium-v0,2026-02-07T15:02:00.604559
exp_name,bc-hopper-medium-run1,2026-02-07T15:02:00.604566
seed,42,2026-02-07T15:02:00.604569
n_epochs,1000,2026-02-07T15:02:00.604571
final_loss,0.047840,2026-02-07T15:02:00.604575
avg_reward,979.09,2026-02-07T15:02:00.604579
std_reward,16.40,2026-02-07T15:02:00.604581
n_episodes,10,2026-02-07T15:02:00.604583
