metric,value,timestamp
env_name,hopper-medium-replay-v0,2026-02-08T02:37:05.687436
exp_name,bc-hopper-medrep-run3,2026-02-08T02:37:05.687442
seed,44,2026-02-08T02:37:05.687444
n_epochs,1000,2026-02-08T02:37:05.687447
final_loss,0.083339,2026-02-08T02:37:05.687450
avg_reward,800.89,2026-02-08T02:37:05.687453
std_reward,226.40,2026-02-08T02:37:05.687456
n_episodes,10,2026-02-08T02:37:05.687458
