episode,reward,timestamp
1,4321.90,2026-02-08T10:08:45.678704
2,4289.07,2026-02-08T10:08:45.678716
3,4476.21,2026-02-08T10:08:45.678719
4,4398.86,2026-02-08T10:08:45.678722
5,4061.84,2026-02-08T10:08:45.678724
6,4298.64,2026-02-08T10:08:45.678726
7,4375.16,2026-02-08T10:08:45.678728
8,4212.94,2026-02-08T10:08:45.678731
9,4273.11,2026-02-08T10:08:45.678733
10,4481.36,2026-02-08T10:08:45.678735
average,4318.91,2026-02-08T10:08:45.678738
std,118.92,2026-02-08T10:08:45.678740
