episode,reward,timestamp
1,4180.60,2026-02-09T00:16:47.461169
2,4328.49,2026-02-09T00:16:47.461181
3,12992.66,2026-02-09T00:16:47.461184
4,12851.57,2026-02-09T00:16:47.461186
5,4198.49,2026-02-09T00:16:47.461188
6,4191.98,2026-02-09T00:16:47.461191
7,12984.70,2026-02-09T00:16:47.461193
8,12587.31,2026-02-09T00:16:47.461195
9,4170.95,2026-02-09T00:16:47.461197
10,13022.72,2026-02-09T00:16:47.461199
average,8550.95,2026-02-09T00:16:47.461202
std,4338.54,2026-02-09T00:16:47.461204
