metric,value,timestamp
env_name,walker2d-medium-v0,2026-02-05T20:15:39.986692
exp_name,bc-walker2d-medium-run1,2026-02-05T20:15:39.986700
seed,42,2026-02-05T20:15:39.986703
n_epochs,1000,2026-02-05T20:15:39.986707
final_loss,0.051983,2026-02-05T20:15:39.986712
avg_reward,438.71,2026-02-05T20:15:39.986716
std_reward,550.41,2026-02-05T20:15:39.986719
n_episodes,10,2026-02-05T20:15:39.986722
