metric,value,timestamp
env_name,hopper-medium-expert-v0,2026-02-08T05:05:42.407347
exp_name,bc-hopper-medexp-run3,2026-02-08T05:05:42.407354
seed,44,2026-02-08T05:05:42.407357
n_epochs,1000,2026-02-08T05:05:42.407359
final_loss,0.065572,2026-02-08T05:05:42.407363
avg_reward,788.29,2026-02-08T05:05:42.407367
std_reward,37.11,2026-02-08T05:05:42.407369
n_episodes,10,2026-02-08T05:05:42.407371
