metric,value,timestamp
env_name,walker2d-medium-replay-v0,2026-02-06T18:18:11.437638
exp_name,bc-walker2d-medrep-run3,2026-02-06T18:18:11.437644
seed,44,2026-02-06T18:18:11.437647
n_epochs,1000,2026-02-06T18:18:11.437649
final_loss,0.131299,2026-02-06T18:18:11.437653
avg_reward,391.12,2026-02-06T18:18:11.437656
std_reward,251.36,2026-02-06T18:18:11.437658
n_episodes,10,2026-02-06T18:18:11.437660
