episode,reward,timestamp
1,268.13,2026-02-06T18:18:11.436565
2,894.83,2026-02-06T18:18:11.436573
3,299.74,2026-02-06T18:18:11.436576
4,888.94,2026-02-06T18:18:11.436578
5,243.22,2026-02-06T18:18:11.436580
6,235.92,2026-02-06T18:18:11.436582
7,287.88,2026-02-06T18:18:11.436584
8,290.60,2026-02-06T18:18:11.436586
9,230.97,2026-02-06T18:18:11.436588
10,270.97,2026-02-06T18:18:11.436590
average,391.12,2026-02-06T18:18:11.436593
std,251.36,2026-02-06T18:18:11.436595
