metric,value,timestamp
env_name,walker2d-medium-expert-v0,2026-02-07T14:37:55.337091
exp_name,bc-walker2d-medexp-run3,2026-02-07T14:37:55.337101
seed,44,2026-02-07T14:37:55.337104
n_epochs,1000,2026-02-07T14:37:55.337106
final_loss,0.069175,2026-02-07T14:37:55.337113
avg_reward,152.09,2026-02-07T14:37:55.337117
std_reward,99.30,2026-02-07T14:37:55.337120
n_episodes,10,2026-02-07T14:37:55.337122
