episode,reward,timestamp
1,210.25,2026-02-07T14:37:55.328190
2,174.56,2026-02-07T14:37:55.328198
3,357.33,2026-02-07T14:37:55.328201
4,185.86,2026-02-07T14:37:55.328203
5,208.15,2026-02-07T14:37:55.328205
6,18.38,2026-02-07T14:37:55.328208
7,18.46,2026-02-07T14:37:55.328210
8,142.18,2026-02-07T14:37:55.328212
9,41.12,2026-02-07T14:37:55.328214
10,164.58,2026-02-07T14:37:55.328216
average,152.09,2026-02-07T14:37:55.328219
std,99.30,2026-02-07T14:37:55.328221
