episode,reward,timestamp
1,953.51,2026-02-07T19:04:29.279963
2,952.08,2026-02-07T19:04:29.279971
3,959.56,2026-02-07T19:04:29.279974
4,954.24,2026-02-07T19:04:29.279976
5,956.55,2026-02-07T19:04:29.279978
6,954.75,2026-02-07T19:04:29.279981
7,951.15,2026-02-07T19:04:29.279983
8,953.09,2026-02-07T19:04:29.279985
9,950.71,2026-02-07T19:04:29.279987
10,953.74,2026-02-07T19:04:29.279989
average,953.94,2026-02-07T19:04:29.279992
std,2.49,2026-02-07T19:04:29.279994
