metric,value,timestamp
env_name,walker2d-medium-replay-v0,2026-02-06T15:13:11.623905
exp_name,bc-walker2d-medrep-run2,2026-02-06T15:13:11.623911
seed,43,2026-02-06T15:13:11.623914
n_epochs,1000,2026-02-06T15:13:11.623916
final_loss,0.131855,2026-02-06T15:13:11.623920
avg_reward,286.68,2026-02-06T15:13:11.623923
std_reward,50.40,2026-02-06T15:13:11.623926
n_episodes,10,2026-02-06T15:13:11.623927
