episode,reward,timestamp
1,225.74,2026-02-09T22:18:35.075099
2,-1.14,2026-02-09T22:18:35.075107
3,-3.97,2026-02-09T22:18:35.075110
4,188.04,2026-02-09T22:18:35.075112
5,-5.61,2026-02-09T22:18:35.075114
6,-0.83,2026-02-09T22:18:35.075117
7,1.54,2026-02-09T22:18:35.075119
8,16.22,2026-02-09T22:18:35.075121
9,204.03,2026-02-09T22:18:35.075124
10,6.39,2026-02-09T22:18:35.075126
average,63.04,2026-02-09T22:18:35.075129
std,94.10,2026-02-09T22:18:35.075131
