episode,reward,timestamp
1,4105.26,2026-02-10T21:19:39.264158
2,4356.03,2026-02-10T21:19:39.264175
3,12487.16,2026-02-10T21:19:39.264178
4,12940.11,2026-02-10T21:19:39.264181
5,9707.04,2026-02-10T21:19:39.264183
6,12849.92,2026-02-10T21:19:39.264185
7,766.78,2026-02-10T21:19:39.264187
8,4023.43,2026-02-10T21:19:39.264189
9,4143.38,2026-02-10T21:19:39.264191
10,4287.33,2026-02-10T21:19:39.264194
average,6966.64,2026-02-10T21:19:39.264196
std,4307.37,2026-02-10T21:19:39.264198
