metric,value,timestamp
env_name,hopper-medium-expert-v0,2026-02-12T23:32:12.989908
exp_name,bc-hopper-medexp-25k-run1,2026-02-12T23:32:12.989916
seed,42,2026-02-12T23:32:12.989919
n_epochs,1000,2026-02-12T23:32:12.989922
data_ratio,1.0,2026-02-12T23:32:12.989925
n_transitions,25000,2026-02-12T23:32:12.989929
final_loss,0.065556,2026-02-12T23:32:12.989933
avg_reward,765.27,2026-02-12T23:32:12.989937
std_reward,192.65,2026-02-12T23:32:12.989940
n_episodes,10,2026-02-12T23:32:12.989943
