episode,reward,timestamp
1,3632.23,2026-02-12T23:14:58.328915
2,785.15,2026-02-12T23:14:58.328922
3,2644.02,2026-02-12T23:14:58.328925
4,786.61,2026-02-12T23:14:58.328927
5,3647.31,2026-02-12T23:14:58.328929
6,2268.35,2026-02-12T23:14:58.328932
7,781.39,2026-02-12T23:14:58.328934
8,3601.01,2026-02-12T23:14:58.328936
9,1997.50,2026-02-12T23:14:58.328938
10,3637.77,2026-02-12T23:14:58.328940
average,2378.13,2026-02-12T23:14:58.328943
std,1188.00,2026-02-12T23:14:58.328945
