episode,reward,timestamp
1,927.88,2026-02-13T01:29:44.163182
2,671.05,2026-02-13T01:29:44.163193
3,3588.57,2026-02-13T01:29:44.163195
4,728.32,2026-02-13T01:29:44.163198
5,113.94,2026-02-13T01:29:44.163200
6,2440.19,2026-02-13T01:29:44.163202
7,4219.54,2026-02-13T01:29:44.163204
8,1097.98,2026-02-13T01:29:44.163206
9,2361.25,2026-02-13T01:29:44.163209
10,4532.66,2026-02-13T01:29:44.163211
average,2068.14,2026-02-13T01:29:44.163213
std,1518.08,2026-02-13T01:29:44.163216
