episode,reward,timestamp
1,3655.94,2026-02-12T23:44:38.451397
2,173.89,2026-02-12T23:44:38.451405
3,226.94,2026-02-12T23:44:38.451407
4,187.62,2026-02-12T23:44:38.451410
5,999.96,2026-02-12T23:44:38.451412
6,231.17,2026-02-12T23:44:38.451414
7,164.24,2026-02-12T23:44:38.451417
8,187.76,2026-02-12T23:44:38.451419
9,156.32,2026-02-12T23:44:38.451421
10,3586.09,2026-02-12T23:44:38.451423
average,956.99,2026-02-12T23:44:38.451426
std,1353.68,2026-02-12T23:44:38.451428
