episode,reward,timestamp
1,255.05,2026-04-14T19:24:09.266071
2,539.26,2026-04-14T19:24:09.266078
3,795.00,2026-04-14T19:24:09.266081
4,1640.41,2026-04-14T19:24:09.266083
5,795.04,2026-04-14T19:24:09.266086
6,798.20,2026-04-14T19:24:09.266088
7,432.64,2026-04-14T19:24:09.266090
8,672.92,2026-04-14T19:24:09.266092
9,1036.87,2026-04-14T19:24:09.266094
10,148.38,2026-04-14T19:24:09.266097
average,711.38,2026-04-14T19:24:09.266099
std,403.06,2026-04-14T19:24:09.266102
