episode,reward,timestamp
1,4305.54,2026-02-09T12:21:39.577496
2,4424.39,2026-02-09T12:21:39.577509
3,4255.46,2026-02-09T12:21:39.577512
4,12940.55,2026-02-09T12:21:39.577514
5,4327.48,2026-02-09T12:21:39.577516
6,10965.64,2026-02-09T12:21:39.577519
7,4332.06,2026-02-09T12:21:39.577521
8,4077.94,2026-02-09T12:21:39.577523
9,4511.00,2026-02-09T12:21:39.577525
10,4152.26,2026-02-09T12:21:39.577527
average,5829.23,2026-02-09T12:21:39.577530
std,3095.79,2026-02-09T12:21:39.577533
