metric,value,timestamp
env_name,walker2d-medium-v0,2026-04-13T17:41:13.781495
exp_name,bc-walker2d-medium-seed666,2026-04-13T17:41:13.781509
seed,666,2026-04-13T17:41:13.781512
n_epochs,1000,2026-04-13T17:41:13.781515
data_ratio,1.0,2026-04-13T17:41:13.781518
n_transitions,1000000,2026-04-13T17:41:13.781524
final_loss,0.052329,2026-04-13T17:41:13.781531
avg_reward,157.59,2026-04-13T17:41:13.781536
std_reward,92.32,2026-04-13T17:41:13.781539
n_episodes,10,2026-04-13T17:41:13.781542
