metric,value,timestamp
env_name,walker2d-medium-expert-v0,2026-02-06T12:37:41.154366
exp_name,bc-walker2d-medexp-run2,2026-02-06T12:37:41.154379
seed,43,2026-02-06T12:37:41.154382
n_epochs,1000,2026-02-06T12:37:41.154384
final_loss,0.069218,2026-02-06T12:37:41.154393
avg_reward,940.24,2026-02-06T12:37:41.154398
std_reward,1547.53,2026-02-06T12:37:41.154401
n_episodes,10,2026-02-06T12:37:41.154403
