episode,reward,timestamp
1,4567.93,2026-04-15T13:56:27.037613
2,4614.56,2026-04-15T13:56:27.037625
3,4198.76,2026-04-15T13:56:27.037628
4,4390.23,2026-04-15T13:56:27.037630
5,4320.99,2026-04-15T13:56:27.037633
6,4459.77,2026-04-15T13:56:27.037635
7,4504.74,2026-04-15T13:56:27.037637
8,4434.43,2026-04-15T13:56:27.037639
9,4383.30,2026-04-15T13:56:27.037642
10,4259.55,2026-04-15T13:56:27.037644
average,4413.43,2026-04-15T13:56:27.037646
std,124.50,2026-04-15T13:56:27.037649
