episode,reward,timestamp
1,245.11,2026-02-06T15:13:11.622824
2,369.91,2026-02-06T15:13:11.622831
3,211.81,2026-02-06T15:13:11.622834
4,222.86,2026-02-06T15:13:11.622836
5,266.02,2026-02-06T15:13:11.622839
6,320.50,2026-02-06T15:13:11.622841
7,330.13,2026-02-06T15:13:11.622843
8,307.29,2026-02-06T15:13:11.622845
9,335.25,2026-02-06T15:13:11.622847
10,257.98,2026-02-06T15:13:11.622850
average,286.68,2026-02-06T15:13:11.622852
std,50.40,2026-02-06T15:13:11.622855
