episode,reward,timestamp
1,4240.25,2026-02-10T19:01:52.710269
2,4446.09,2026-02-10T19:01:52.710281
3,12864.77,2026-02-10T19:01:52.710284
4,4375.28,2026-02-10T19:01:52.710287
5,12588.60,2026-02-10T19:01:52.710289
6,4344.33,2026-02-10T19:01:52.710291
7,12577.69,2026-02-10T19:01:52.710293
8,9379.64,2026-02-10T19:01:52.710295
9,4291.28,2026-02-10T19:01:52.710297
10,4428.24,2026-02-10T19:01:52.710299
average,7353.62,2026-02-10T19:01:52.710302
std,3783.94,2026-02-10T19:01:52.710304
