episode,reward,timestamp
1,627.67,2026-02-08T01:04:03.460123
2,414.99,2026-02-08T01:04:03.460132
3,497.50,2026-02-08T01:04:03.460135
4,672.88,2026-02-08T01:04:03.460137
5,698.39,2026-02-08T01:04:03.460140
6,485.51,2026-02-08T01:04:03.460142
7,595.12,2026-02-08T01:04:03.460144
8,697.81,2026-02-08T01:04:03.460146
9,497.52,2026-02-08T01:04:03.460148
10,672.15,2026-02-08T01:04:03.460150
average,585.95,2026-02-08T01:04:03.460153
std,98.45,2026-02-08T01:04:03.460155
