episode,reward,timestamp
1,4117.02,2026-02-08T12:55:54.915743
2,4541.11,2026-02-08T12:55:54.915756
3,4376.48,2026-02-08T12:55:54.915759
4,4308.41,2026-02-08T12:55:54.915761
5,4488.03,2026-02-08T12:55:54.915764
6,4558.71,2026-02-08T12:55:54.915766
7,4357.09,2026-02-08T12:55:54.915768
8,4261.95,2026-02-08T12:55:54.915770
9,4316.49,2026-02-08T12:55:54.915772
10,4338.47,2026-02-08T12:55:54.915774
average,4366.38,2026-02-08T12:55:54.915777
std,127.37,2026-02-08T12:55:54.915779
