episode,reward,timestamp
1,211.39,2026-02-05T20:15:39.983566
2,148.45,2026-02-05T20:15:39.983574
3,209.82,2026-02-05T20:15:39.983577
4,250.00,2026-02-05T20:15:39.983580
5,279.70,2026-02-05T20:15:39.983582
6,2013.61,2026-02-05T20:15:39.983584
7,161.67,2026-02-05T20:15:39.983587
8,742.00,2026-02-05T20:15:39.983589
9,147.78,2026-02-05T20:15:39.983591
10,222.72,2026-02-05T20:15:39.983593
average,438.71,2026-02-05T20:15:39.983596
std,550.41,2026-02-05T20:15:39.983598
