metric,value,timestamp
env_name,hopper-medium-v0,2026-04-14T07:42:51.302696
exp_name,bc-hopper-medium-seed333,2026-04-14T07:42:51.302703
seed,333,2026-04-14T07:42:51.302706
n_epochs,1000,2026-04-14T07:42:51.302708
data_ratio,1.0,2026-04-14T07:42:51.302711
n_transitions,1000000,2026-04-14T07:42:51.302714
final_loss,0.047900,2026-04-14T07:42:51.302719
avg_reward,1021.53,2026-04-14T07:42:51.302722
std_reward,33.10,2026-04-14T07:42:51.302725
n_episodes,10,2026-04-14T07:42:51.302727
