episode,reward,timestamp
1,770.46,2026-02-10T12:27:07.856065
2,880.34,2026-02-10T12:27:07.856073
3,391.92,2026-02-10T12:27:07.856076
4,403.38,2026-02-10T12:27:07.856078
5,870.17,2026-02-10T12:27:07.856080
6,893.31,2026-02-10T12:27:07.856082
7,396.92,2026-02-10T12:27:07.856085
8,724.34,2026-02-10T12:27:07.856087
9,136.98,2026-02-10T12:27:07.856089
10,3721.54,2026-02-10T12:27:07.856091
average,918.94,2026-02-10T12:27:07.856094
std,966.77,2026-02-10T12:27:07.856096
