metric,value,timestamp
env_name,walker2d-medium-v0,2026-04-13T17:43:51.684422
exp_name,bc-walker2d-medium-seed333,2026-04-13T17:43:51.684429
seed,333,2026-04-13T17:43:51.684431
n_epochs,1000,2026-04-13T17:43:51.684434
data_ratio,1.0,2026-04-13T17:43:51.684436
n_transitions,1000000,2026-04-13T17:43:51.684440
final_loss,0.051977,2026-04-13T17:43:51.684443
avg_reward,860.78,2026-04-13T17:43:51.684447
std_reward,1228.51,2026-04-13T17:43:51.684449
n_episodes,10,2026-04-13T17:43:51.684452
