metric,value,timestamp
env_name,walker2d-medium-v0,2026-02-05T20:16:58.143547
exp_name,bc-walker2d-medium-run2,2026-02-05T20:16:58.143555
seed,43,2026-02-05T20:16:58.143558
n_epochs,1000,2026-02-05T20:16:58.143560
final_loss,0.051762,2026-02-05T20:16:58.143565
avg_reward,201.47,2026-02-05T20:16:58.143568
std_reward,103.14,2026-02-05T20:16:58.143571
n_episodes,10,2026-02-05T20:16:58.143572
