episode,reward,timestamp
1,217.62,2026-04-14T03:46:30.639200
2,276.09,2026-04-14T03:46:30.639208
3,262.96,2026-04-14T03:46:30.639211
4,428.33,2026-04-14T03:46:30.639213
5,586.60,2026-04-14T03:46:30.639216
6,259.09,2026-04-14T03:46:30.639218
7,251.40,2026-04-14T03:46:30.639220
8,258.85,2026-04-14T03:46:30.639222
9,260.17,2026-04-14T03:46:30.639225
10,300.76,2026-04-14T03:46:30.639227
average,310.19,2026-04-14T03:46:30.639229
std,106.59,2026-04-14T03:46:30.639232
