epoch,loss,reward,timestamp
1,0.283708,131.75,2026-02-12T23:01:50.946264
2,0.221829,176.15,2026-02-12T23:01:53.899680
3,0.204388,174.52,2026-02-12T23:01:55.236706
4,0.193289,210.62,2026-02-12T23:01:55.677175
5,0.182549,291.71,2026-02-12T23:01:58.294911
6,0.177521,181.79,2026-02-12T23:01:59.833274
7,0.173040,254.81,2026-02-12T23:02:00.924479
8,0.167714,217.46,2026-02-12T23:02:03.941538
9,0.164619,69.73,2026-02-12T23:02:05.386184
10,0.161821,72.97,2026-02-12T23:02:06.641753
11,0.158313,65.68,2026-02-12T23:02:09.170954
12,0.156376,66.18,2026-02-12T23:02:10.380609
13,0.155223,71.15,2026-02-12T23:02:10.764543
14,0.151552,64.70,2026-02-12T23:02:13.122418
15,0.149067,382.60,2026-02-12T23:02:15.823432
16,0.148834,64.82,2026-02-12T23:02:16.212060
17,0.146909,391.38,2026-02-12T23:02:16.966780
18,0.145982,255.99,2026-02-12T23:02:19.749798
19,0.142808,64.62,2026-02-12T23:02:20.622148
20,0.142077,408.91,2026-02-12T23:02:21.071400
21,0.141003,263.36,2026-02-12T23:02:24.172073
22,0.141083,288.81,2026-02-12T23:02:26.109443
23,0.138849,289.40,2026-02-12T23:02:27.925453
24,0.137805,295.60,2026-02-12T23:02:30.396612
25,0.135893,262.92,2026-02-12T23:02:32.387424
26,0.135311,322.84,2026-02-12T23:02:35.259744
27,0.133106,279.85,2026-02-12T23:02:35.645281
28,0.133105,253.95,2026-02-12T23:02:36.547262
29,0.131132,347.12,2026-02-12T23:02:39.403274
30,0.130386,301.99,2026-02-12T23:02:40.955276
31,0.130427,335.74,2026-02-12T23:02:41.361403
32,0.129374,396.88,2026-02-12T23:02:43.881930
33,0.128818,247.42,2026-02-12T23:02:46.083390
34,0.127766,294.22,2026-02-12T23:02:46.477180
35,0.126741,333.40,2026-02-12T23:02:48.295045
36,0.125124,376.59,2026-02-12T23:02:50.692124
37,0.124556,295.32,2026-02-12T23:02:51.127690
38,0.124302,400.36,2026-02-12T23:02:53.087558
39,0.123599,328.04,2026-02-12T23:02:55.448219
40,0.122192,281.45,2026-02-12T23:02:57.428804
41,0.122028,413.84,2026-02-12T23:03:00.374804
42,0.121643,310.66,2026-02-12T23:03:00.856823
43,0.120970,301.88,2026-02-12T23:03:02.442391
44,0.119821,571.64,2026-02-12T23:03:05.787451
45,0.119551,285.31,2026-02-12T23:03:07.769817
46,0.119575,378.62,2026-02-12T23:03:10.050537
47,0.119087,369.65,2026-02-12T23:03:10.969175
48,0.118211,385.62,2026-02-12T23:03:12.759131
49,0.117231,416.28,2026-02-12T23:03:15.477052
50,0.116433,403.21,2026-02-12T23:03:15.946168
51,0.117050,745.73,2026-02-12T23:03:18.223458
52,0.116784,358.47,2026-02-12T23:03:20.577393
53,0.117093,630.18,2026-02-12T23:03:21.447254
54,0.116419,755.99,2026-02-12T23:03:23.687161
55,0.114594,331.84,2026-02-12T23:03:24.111563
56,0.114027,412.27,2026-02-12T23:03:25.002987
57,0.113889,298.84,2026-02-12T23:03:27.743361
58,0.114728,598.95,2026-02-12T23:03:29.474036
59,0.112521,405.60,2026-02-12T23:03:31.055980
60,0.113600,653.07,2026-02-12T23:03:34.255207
61,0.112358,235.93,2026-02-12T23:03:34.713847
62,0.113115,256.22,2026-02-12T23:03:36.797777
63,0.112921,324.37,2026-02-12T23:03:39.101677
64,0.111813,349.96,2026-02-12T23:03:41.884973
65,0.111744,651.60,2026-02-12T23:03:44.391978
66,0.112460,422.37,2026-02-12T23:03:45.954439
67,0.111632,865.95,2026-02-12T23:03:49.358308
68,0.109942,299.14,2026-02-12T23:03:51.206025
69,0.109111,432.54,2026-02-12T23:03:54.056534
70,0.109036,541.46,2026-02-12T23:03:54.477354
71,0.109957,602.72,2026-02-12T23:03:56.420613
72,0.110404,355.98,2026-02-12T23:03:59.201167
73,0.107643,1298.62,2026-02-12T23:04:00.230153
74,0.107628,310.18,2026-02-12T23:04:02.864808
75,0.107700,374.73,2026-02-12T23:04:04.362550
76,0.108202,336.51,2026-02-12T23:04:06.729428
77,0.108822,246.53,2026-02-12T23:04:08.389005
78,0.108811,650.58,2026-02-12T23:04:08.873029
79,0.108062,1049.67,2026-02-12T23:04:11.665554
80,0.107688,258.51,2026-02-12T23:04:13.070348
81,0.108112,198.70,2026-02-12T23:04:13.473914
82,0.107815,211.98,2026-02-12T23:04:15.478256
83,0.107924,1042.29,2026-02-12T23:04:17.490772
84,0.106626,299.56,2026-02-12T23:04:19.660616
85,0.106370,308.24,2026-02-12T23:04:22.623034
86,0.105547,203.05,2026-02-12T23:04:25.031891
87,0.105767,232.06,2026-02-12T23:04:27.597812
88,0.105133,683.82,2026-02-12T23:04:28.152296
89,0.106180,336.45,2026-02-12T23:04:30.778164
90,0.106146,356.99,2026-02-12T23:04:32.260365
91,0.104649,1127.83,2026-02-12T23:04:35.639068
92,0.105025,201.70,2026-02-12T23:04:36.198231
93,0.104414,197.59,2026-02-12T23:04:37.719866
94,0.104163,453.71,2026-02-12T23:04:40.152730
95,0.103802,655.76,2026-02-12T23:04:42.123605
96,0.104031,479.16,2026-02-12T23:04:44.746647
97,0.103680,225.21,2026-02-12T23:04:46.822724
98,0.103027,423.34,2026-02-12T23:04:49.548542
99,0.102864,214.13,2026-02-12T23:04:49.999684
100,0.103188,269.41,2026-02-12T23:04:52.270736
101,0.102539,1997.33,2026-02-12T23:04:55.300438
102,0.103434,527.65,2026-02-12T23:04:57.898149
103,0.102586,502.48,2026-02-12T23:05:00.033021
104,0.102691,201.58,2026-02-12T23:05:00.424642
105,0.102060,376.52,2026-02-12T23:05:02.686272
106,0.101085,448.86,2026-02-12T23:05:05.132496
107,0.100125,342.60,2026-02-12T23:05:06.640298
108,0.101273,303.43,2026-02-12T23:05:09.105579
109,0.101062,309.89,2026-02-12T23:05:09.600965
110,0.101232,208.09,2026-02-12T23:05:12.416004
111,0.101258,553.91,2026-02-12T23:05:14.187919
112,0.100720,208.45,2026-02-12T23:05:14.605847
113,0.100220,351.17,2026-02-12T23:05:17.177052
114,0.100667,263.83,2026-02-12T23:05:19.092346
115,0.100545,194.65,2026-02-12T23:05:19.541699
116,0.099722,215.94,2026-02-12T23:05:21.958753
117,0.099010,278.24,2026-02-12T23:05:24.656777
118,0.099406,1366.81,2026-02-12T23:05:25.293286
119,0.099097,465.10,2026-02-12T23:05:27.785949
120,0.098794,613.10,2026-02-12T23:05:29.807202
121,0.098287,386.72,2026-02-12T23:05:31.716638
122,0.098297,583.12,2026-02-12T23:05:34.396829
123,0.099739,635.47,2026-02-12T23:05:34.864700
124,0.099019,406.50,2026-02-12T23:05:37.516079
125,0.098668,400.81,2026-02-12T23:05:40.055993
126,0.097870,1324.22,2026-02-12T23:05:42.664635
127,0.098096,443.04,2026-02-12T23:05:43.825941
128,0.098571,405.51,2026-02-12T23:05:45.321387
129,0.098142,326.54,2026-02-12T23:05:48.093419
130,0.097878,198.46,2026-02-12T23:05:48.455571
131,0.097813,210.16,2026-02-12T23:05:49.656797
132,0.097615,287.74,2026-02-12T23:05:52.248687
133,0.098056,270.43,2026-02-12T23:05:53.742153
134,0.096891,198.14,2026-02-12T23:05:55.012359
135,0.097527,488.70,2026-02-12T23:05:57.380552
136,0.096459,311.11,2026-02-12T23:05:58.158189
137,0.095157,393.95,2026-02-12T23:06:00.569226
138,0.096850,440.53,2026-02-12T23:06:03.437326
139,0.096418,234.23,2026-02-12T23:06:03.866982
140,0.096798,197.03,2026-02-12T23:06:05.638453
141,0.096117,667.19,2026-02-12T23:06:08.169847
142,0.096077,664.11,2026-02-12T23:06:08.656445
143,0.096333,308.32,2026-02-12T23:06:10.525943
144,0.095417,345.63,2026-02-12T23:06:13.147923
145,0.095212,636.63,2026-02-12T23:06:13.645694
146,0.095490,439.06,2026-02-12T23:06:16.117353
147,0.094392,665.17,2026-02-12T23:06:18.075493
