metric,value,timestamp
env_name,hopper-medium-v0,2026-02-07T18:41:39.514273
exp_name,bc-hopper-medium-run2,2026-02-07T18:41:39.514279
seed,43,2026-02-07T18:41:39.514282
n_epochs,1000,2026-02-07T18:41:39.514284
final_loss,0.047899,2026-02-07T18:41:39.514287
avg_reward,1004.59,2026-02-07T18:41:39.514291
std_reward,20.32,2026-02-07T18:41:39.514293
n_episodes,10,2026-02-07T18:41:39.514295
