metric,value,timestamp
env_name,halfcheetah-medium-v0,2026-02-08T10:08:45.681794
exp_name,bc-halfcheetah-medium-run2,2026-02-08T10:08:45.681802
seed,43,2026-02-08T10:08:45.681805
n_epochs,1000,2026-02-08T10:08:45.681808
final_loss,0.023419,2026-02-08T10:08:45.681813
avg_reward,4318.91,2026-02-08T10:08:45.681816
std_reward,118.92,2026-02-08T10:08:45.681819
n_episodes,10,2026-02-08T10:08:45.681821
