episode,reward,timestamp
1,166.15,2026-02-07T23:56:42.371378
2,3632.24,2026-02-07T23:56:42.371386
3,1651.42,2026-02-07T23:56:42.371389
4,950.15,2026-02-07T23:56:42.371391
5,3609.29,2026-02-07T23:56:42.371393
6,382.20,2026-02-07T23:56:42.371395
7,3613.75,2026-02-07T23:56:42.371397
8,443.02,2026-02-07T23:56:42.371400
9,668.86,2026-02-07T23:56:42.371402
10,1642.85,2026-02-07T23:56:42.371404
average,1675.99,2026-02-07T23:56:42.371406
std,1354.11,2026-02-07T23:56:42.371409
