episode,reward,timestamp
1,3638.73,2026-02-12T23:48:57.665206
2,1473.49,2026-02-12T23:48:57.665215
3,800.16,2026-02-12T23:48:57.665217
4,1140.40,2026-02-12T23:48:57.665220
5,3658.37,2026-02-12T23:48:57.665222
6,795.42,2026-02-12T23:48:57.665224
7,1826.69,2026-02-12T23:48:57.665227
8,1773.55,2026-02-12T23:48:57.665229
9,874.91,2026-02-12T23:48:57.665231
10,3428.87,2026-02-12T23:48:57.665233
average,1941.06,2026-02-12T23:48:57.665236
std,1126.79,2026-02-12T23:48:57.665238
