episode,reward,timestamp
1,4398.47,2026-02-10T21:22:35.065117
2,4069.48,2026-02-10T21:22:35.065128
3,2283.19,2026-02-10T21:22:35.065130
4,4329.22,2026-02-10T21:22:35.065132
5,4194.61,2026-02-10T21:22:35.065134
6,4419.78,2026-02-10T21:22:35.065137
7,4155.06,2026-02-10T21:22:35.065139
8,4386.46,2026-02-10T21:22:35.065141
9,4297.46,2026-02-10T21:22:35.065143
10,4310.58,2026-02-10T21:22:35.065145
average,4084.43,2026-02-10T21:22:35.065148
std,609.96,2026-02-10T21:22:35.065150
