episode,reward,timestamp
1,4204.23,2026-02-13T00:46:59.436584
2,4388.70,2026-02-13T00:46:59.436596
3,4335.20,2026-02-13T00:46:59.436598
4,4227.38,2026-02-13T00:46:59.436601
5,4230.25,2026-02-13T00:46:59.436603
6,4511.96,2026-02-13T00:46:59.436605
7,4245.81,2026-02-13T00:46:59.436608
8,807.95,2026-02-13T00:46:59.436610
9,4311.45,2026-02-13T00:46:59.436612
10,4346.10,2026-02-13T00:46:59.436614
average,3960.90,2026-02-13T00:46:59.436617
std,1054.66,2026-02-13T00:46:59.436619
