episode,reward,timestamp
1,3609.19,2026-04-14T18:03:58.401699
2,3631.20,2026-04-14T18:03:58.401711
3,960.94,2026-04-14T18:03:58.401714
4,3615.18,2026-04-14T18:03:58.401717
5,954.36,2026-04-14T18:03:58.401720
6,3610.60,2026-04-14T18:03:58.401724
7,3629.77,2026-04-14T18:03:58.401726
8,3657.24,2026-04-14T18:03:58.401729
9,3589.51,2026-04-14T18:03:58.401732
10,389.56,2026-04-14T18:03:58.401735
average,2764.75,2026-04-14T18:03:58.401739
std,1315.31,2026-04-14T18:03:58.401742
