episode,reward,timestamp
1,188.56,2026-04-13T17:41:13.572183
2,183.97,2026-04-13T17:41:13.572191
3,3.06,2026-04-13T17:41:13.572194
4,132.29,2026-04-13T17:41:13.572197
5,178.38,2026-04-13T17:41:13.572199
6,1.89,2026-04-13T17:41:13.572201
7,296.12,2026-04-13T17:41:13.572203
8,147.93,2026-04-13T17:41:13.572206
9,280.33,2026-04-13T17:41:13.572208
10,163.37,2026-04-13T17:41:13.572210
average,157.59,2026-04-13T17:41:13.572213
std,92.32,2026-04-13T17:41:13.572215
