episode,reward,timestamp
1,328.50,2026-02-06T13:02:55.562469
2,606.82,2026-02-06T13:02:55.562477
3,236.02,2026-02-06T13:02:55.562479
4,244.08,2026-02-06T13:02:55.562482
5,291.58,2026-02-06T13:02:55.562484
6,243.47,2026-02-06T13:02:55.562486
7,498.23,2026-02-06T13:02:55.562489
8,406.86,2026-02-06T13:02:55.562491
9,302.04,2026-02-06T13:02:55.562493
10,290.85,2026-02-06T13:02:55.562495
average,344.85,2026-02-06T13:02:55.562498
std,116.67,2026-02-06T13:02:55.562500
