episode,reward,timestamp
1,4353.96,2026-02-08T07:49:19.625725
2,4410.15,2026-02-08T07:49:19.625736
3,4100.91,2026-02-08T07:49:19.625739
4,4388.77,2026-02-08T07:49:19.625741
5,4531.15,2026-02-08T07:49:19.625743
6,4153.15,2026-02-08T07:49:19.625746
7,4279.62,2026-02-08T07:49:19.625748
8,4499.63,2026-02-08T07:49:19.625750
9,4358.88,2026-02-08T07:49:19.625752
10,4423.71,2026-02-08T07:49:19.625754
average,4349.99,2026-02-08T07:49:19.625757
std,131.00,2026-02-08T07:49:19.625759
