episode,reward,timestamp
1,220.98,2026-02-06T08:36:06.255492
2,201.83,2026-02-06T08:36:06.255501
3,791.99,2026-02-06T08:36:06.255503
4,264.72,2026-02-06T08:36:06.255506
5,120.01,2026-02-06T08:36:06.255508
6,173.42,2026-02-06T08:36:06.255510
7,158.79,2026-02-06T08:36:06.255512
8,264.68,2026-02-06T08:36:06.255515
9,280.52,2026-02-06T08:36:06.255517
10,261.47,2026-02-06T08:36:06.255519
average,273.84,2026-02-06T08:36:06.255522
std,179.95,2026-02-06T08:36:06.255524
