episode,reward,timestamp
1,224.04,2026-04-14T18:16:40.748797
2,197.19,2026-04-14T18:16:40.748806
3,179.92,2026-04-14T18:16:40.748809
4,223.87,2026-04-14T18:16:40.748812
5,340.72,2026-04-14T18:16:40.748814
6,211.65,2026-04-14T18:16:40.748816
7,234.92,2026-04-14T18:16:40.748819
8,225.10,2026-04-14T18:16:40.748821
9,196.10,2026-04-14T18:16:40.748823
10,341.38,2026-04-14T18:16:40.748825
average,237.49,2026-04-14T18:16:40.748828
std,54.12,2026-04-14T18:16:40.748830
