episode,reward,timestamp
1,230.98,2026-04-14T03:09:35.852145
2,141.61,2026-04-14T03:09:35.852154
3,252.02,2026-04-14T03:09:35.852157
4,234.13,2026-04-14T03:09:35.852160
5,243.24,2026-04-14T03:09:35.852162
6,154.01,2026-04-14T03:09:35.852164
7,3619.54,2026-04-14T03:09:35.852166
8,309.19,2026-04-14T03:09:35.852169
9,197.78,2026-04-14T03:09:35.852171
10,18.21,2026-04-14T03:09:35.852173
average,540.07,2026-04-14T03:09:35.852176
std,1029.27,2026-04-14T03:09:35.852178
