metric,value,timestamp
env_name,walker2d-medium-replay-v0,2026-02-06T13:02:55.563545
exp_name,bc-walker2d-medrep-run1,2026-02-06T13:02:55.563551
seed,42,2026-02-06T13:02:55.563553
n_epochs,1000,2026-02-06T13:02:55.563556
final_loss,0.130212,2026-02-06T13:02:55.563559
avg_reward,344.85,2026-02-06T13:02:55.563563
std_reward,116.67,2026-02-06T13:02:55.563565
n_episodes,10,2026-02-06T13:02:55.563567
