metric,value,timestamp
env_name,hopper-medium-v0,2026-02-07T19:04:29.281555
exp_name,bc-hopper-medium-run3,2026-02-07T19:04:29.281562
seed,44,2026-02-07T19:04:29.281564
n_epochs,1000,2026-02-07T19:04:29.281566
final_loss,0.047768,2026-02-07T19:04:29.281570
avg_reward,953.94,2026-02-07T19:04:29.281573
std_reward,2.49,2026-02-07T19:04:29.281576
n_episodes,10,2026-02-07T19:04:29.281577
